Unique_ID,Plant_CV,Experiment,Plant,Strain
Twentyeight_85,0.222219437,Twentyeight,85,GV3101
Twentyeight_86,0.151713055,Twentyeight,86,GV3101
Twentyeight_87,0.32001499,Twentyeight,87,GV3101
Twentyeight_88,0.270427217,Twentyeight,88,GV3101
Twentyeight_89,0.244107626,Twentyeight,89,GV3101
Twentyeight_90,0.394074161,Twentyeight,90,GV3101
Twentyeight_91,0.200763765,Twentyeight,91,GV3101
Twentyeight_92,0.190126955,Twentyeight,92,GV3101
Twentyeight_93,0.539471417,Twentyeight,93,GV3101
Twentyeight_94,0.168294033,Twentyeight,94,GV3101
Twentyeight_95,0.398952794,Twentyeight,95,GV3101
Twentyeight_96,0.154700414,Twentyeight,96,GV3101
Twentyeight_97,0.201094296,Twentyeight,97,GV3101
Twentyeight_98,0.363589865,Twentyeight,98,GV3101
Twentyeight_99,0.225339635,Twentyeight,99,GV3101
Twentyeight_100,0.377312391,Twentyeight,100,GV3101
Twentyeight_101,0.286316671,Twentyeight,101,GV3101
Twentyeight_102,0.065501698,Twentyeight,102,GV3101
Twentyeight_103,0.153253579,Twentyeight,103,GV3101
Twentyeight_104,0.175714936,Twentyeight,104,GV3101
Twentyeight_105,0.236678866,Twentyeight,105,GV3101
Twentyeight_106,0.101169188,Twentyeight,106,GV3101
Twentyeight_107,0.112866797,Twentyeight,107,GV3101
Twentyeight_108,0.181332881,Twentyeight,108,GV3101
Twentyeight_109,0.327196734,Twentyeight,109,GV3101
Twentyeight_110,0.124204394,Twentyeight,110,GV3101
Twentyeight_111,0.21871592,Twentyeight,111,GV3101
Twentyeight_112,0.249858404,Twentyeight,112,GV3101
Twentyeight_113,0.353689569,Twentyeight,113,GV3101
Twentyeight_114,0.188975318,Twentyeight,114,GV3101
Twentynine_1,0.112989088,Twentynine,1,GV3101
Twentynine_2,0.094185493,Twentynine,2,GV3101
Twentynine_3,0.187504763,Twentynine,3,GV3101
Twentynine_4,0.330883726,Twentynine,4,GV3101
Twentynine_5,0.12890892,Twentynine,5,GV3101
Twentynine_6,0.283394348,Twentynine,6,GV3101
Twentynine_7,0.210955799,Twentynine,7,GV3101
Twentynine_8,0.243921089,Twentynine,8,GV3101
Twentynine_9,0.194454712,Twentynine,9,GV3101
Twentynine_10,0.215598128,Twentynine,10,GV3101
Twentynine_11,0.273362718,Twentynine,11,GV3101
Twentynine_12,0.20589144,Twentynine,12,GV3101
Twentynine_13,0.142121929,Twentynine,13,GV3101
Twentynine_14,0.26137185,Twentynine,14,GV3101
Twentynine_15,0.300498101,Twentynine,15,GV3101
Twentynine_16,0.227462837,Twentynine,16,GV3101
Twentynine_17,0.323237689,Twentynine,17,GV3101
Twentynine_18,0.177722115,Twentynine,18,GV3101
Twentynine_19,0.198794535,Twentynine,19,GV3101
Twentynine_20,0.263786012,Twentynine,20,GV3101
Twentynine_21,0.326698925,Twentynine,21,GV3101
Twentynine_22,0.461144323,Twentynine,22,GV3101
Twentynine_23,0.416783272,Twentynine,23,GV3101
Twentynine_24,0.248063665,Twentynine,24,GV3101
Twentynine_25,0.278594823,Twentynine,25,GV3101
Twentynine_26,0.226142215,Twentynine,26,GV3101
Twentynine_27,0.218574273,Twentynine,27,GV3101
Twentynine_28,0.183976866,Twentynine,28,GV3101
Twentynine_29,0.175240862,Twentynine,29,GV3101
Twentynine_30,0.250835966,Twentynine,30,GV3101
Twentynine_31,0.249246774,Twentynine,31,GV3101
Twentynine_32,0.110626994,Twentynine,32,GV3101
Twentynine_33,0.103637987,Twentynine,33,GV3101
Twentynine_34,0.19108252,Twentynine,34,GV3101
Twentynine_35,0.134172046,Twentynine,35,GV3101
Twentynine_36,0.107029228,Twentynine,36,GV3101
Twentynine_37,0.117993543,Twentynine,37,GV3101
Twentynine_38,0.272734919,Twentynine,38,GV3101
Twentynine_39,0.101678826,Twentynine,39,GV3101
Twentynine_40,0.178765687,Twentynine,40,GV3101
Twentynine_41,0.183636622,Twentynine,41,GV3101
Twentynine_42,0.190978256,Twentynine,42,GV3101
Twentynine_43,0.094290863,Twentynine,43,GV3101
Twentynine_44,0.120314247,Twentynine,44,GV3101
Twentynine_45,0.05392372,Twentynine,45,GV3101
Twentynine_46,0.088504902,Twentynine,46,GV3101
Twentynine_47,0.097027611,Twentynine,47,GV3101
Twentynine_48,0.12569492,Twentynine,48,GV3101
Twentynine_49,0.149288544,Twentynine,49,GV3101
Twentynine_50,0.207675685,Twentynine,50,GV3101
Twentynine_51,0.139547602,Twentynine,51,GV3101
Twentynine_52,0.182020103,Twentynine,52,GV3101
Twentynine_53,0.249734121,Twentynine,53,GV3101
Twentynine_54,0.346677066,Twentynine,54,GV3101
Twentynine_55,0.157510462,Twentynine,55,GV3101
Twentynine_56,0.217257761,Twentynine,56,GV3101
Twentynine_57,0.148488002,Twentynine,57,GV3101
Twentynine_58,0.154371398,Twentynine,58,GV3101
Twentynine_59,0.140846811,Twentynine,59,GV3101
Twentynine_60,0.105265238,Twentynine,60,GV3101
Twentynine_61,0.283025556,Twentynine,61,GV3101
Twentynine_62,0.258873922,Twentynine,62,GV3101
Twentynine_63,0.134429444,Twentynine,63,GV3101
Twentynine_64,0.136003381,Twentynine,64,GV3101
Twentynine_65,0.177434903,Twentynine,65,GV3101
Twentynine_66,0.126488536,Twentynine,66,GV3101
Twentynine_67,0.279165307,Twentynine,67,GV3101
Twentynine_68,0.121861718,Twentynine,68,GV3101
Twentynine_69,0.143591301,Twentynine,69,GV3101
Twentynine_70,0.164969561,Twentynine,70,GV3101
Twentynine_71,0.171018722,Twentynine,71,GV3101
Twentynine_72,0.308748891,Twentynine,72,GV3101
Twentynine_73,0.178059017,Twentynine,73,GV3101
Twentynine_74,0.252761399,Twentynine,74,GV3101
Twentynine_75,0.136732807,Twentynine,75,GV3101
Twentynine_76,0.108064567,Twentynine,76,GV3101
Twentynine_77,0.223302143,Twentynine,77,GV3101
Twentynine_78,0.360864738,Twentynine,78,GV3101
Twentynine_79,0.185669943,Twentynine,79,GV3101
Twentynine_80,0.138099914,Twentynine,80,GV3101
Twentynine_81,0.111331353,Twentynine,81,GV3101
Twentynine_82,0.20999607,Twentynine,82,GV3101
Twentynine_83,0.178250469,Twentynine,83,GV3101
Twentynine_84,0.253103436,Twentynine,84,GV3101
Twentynine_85,0.307758874,Twentynine,85,GV3101
Twentynine_86,0.273470452,Twentynine,86,GV3101
Twentynine_87,0.177626529,Twentynine,87,GV3101
Twentynine_88,0.180562554,Twentynine,88,GV3101
Twentynine_89,0.128877327,Twentynine,89,GV3101
Twentynine_90,0.275275766,Twentynine,90,GV3101
Twentynine_91,0.163647086,Twentynine,91,GV3101
Twentynine_92,0.214695309,Twentynine,92,GV3101
Twentynine_93,0.156275045,Twentynine,93,GV3101
Twentynine_94,0.112474688,Twentynine,94,GV3101
Twentynine_95,0.295310899,Twentynine,95,GV3101
Twentynine_96,0.151723936,Twentynine,96,GV3101
Twentynine_97,0.111916595,Twentynine,97,GV3101
Twentynine_98,0.17066594,Twentynine,98,GV3101
Twentynine_99,0.162994177,Twentynine,99,GV3101
Twentynine_100,0.112935863,Twentynine,100,GV3101
Twentynine_101,0.148500262,Twentynine,101,GV3101
Twentynine_102,0.167209569,Twentynine,102,GV3101
Twentynine_103,0.675544888,Twentynine,103,GV3101
Twentynine_104,0.339196821,Twentynine,104,GV3101
Twentynine_105,0.308315592,Twentynine,105,GV3101
Twentynine_106,0.330091671,Twentynine,106,GV3101
Twentynine_107,0.271772416,Twentynine,107,GV3101
Twentynine_108,0.237662864,Twentynine,108,GV3101
Twentynine_109,0.234356094,Twentynine,109,GV3101
Twentynine_110,0.188148602,Twentynine,110,GV3101
Twentynine_111,0.131275648,Twentynine,111,GV3101
Twentynine_112,0.107086782,Twentynine,112,GV3101
Twentynine_113,0.194289421,Twentynine,113,GV3101
Twentynine_114,0.103036231,Twentynine,114,GV3101
Thirty_1,0.277241005,Thirty,1,GV3101
Thirty_2,0.101516957,Thirty,2,GV3101
Thirty_3,0.120163988,Thirty,3,GV3101
Thirty_4,0.088977383,Thirty,4,GV3101
Thirty_5,0.092540914,Thirty,5,GV3101
Thirty_6,0.332276339,Thirty,6,GV3101
Thirty_7,0.699868611,Thirty,7,GV3101
Thirty_8,0.612887985,Thirty,8,GV3101
Thirty_9,0.354348677,Thirty,9,GV3101
Thirty_10,0.771560059,Thirty,10,GV3101
Thirty_11,0.465787589,Thirty,11,GV3101
Thirty_12,0.459751258,Thirty,12,GV3101
Thirty_13,0.182860963,Thirty,13,GV3101
Thirty_14,0.174783424,Thirty,14,GV3101
Thirty_15,0.188383811,Thirty,15,GV3101
Thirty_16,0.147015712,Thirty,16,GV3101
Thirty_17,0.178612418,Thirty,17,GV3101
Thirty_18,0.432005586,Thirty,18,GV3101
Thirty_19,0.177637098,Thirty,19,GV3101
Thirty_20,0.696821392,Thirty,20,GV3101
Thirty_21,0.264462537,Thirty,21,GV3101
Thirty_22,0.18135876,Thirty,22,GV3101
Thirty_23,0.177577461,Thirty,23,GV3101
Thirty_24,0.165354529,Thirty,24,GV3101
Thirty_25,0.167009414,Thirty,25,GV3101
Thirty_26,0.148342728,Thirty,26,GV3101
Thirty_27,0.258840505,Thirty,27,GV3101
Thirty_28,0.181877355,Thirty,28,GV3101
Thirty_29,0.271817838,Thirty,29,GV3101
Thirty_30,0.296622943,Thirty,30,GV3101
Thirty_31,0.2845658,Thirty,31,GV3101
Thirty_32,0.422860035,Thirty,32,GV3101
Thirty_33,0.352868441,Thirty,33,GV3101
Thirty_34,0.23923556,Thirty,34,GV3101
Thirty_35,0.269021469,Thirty,35,GV3101
Thirty_36,0.158652549,Thirty,36,GV3101
Thirty_37,0.35158482,Thirty,37,GV3101
Thirty_38,0.21139805,Thirty,38,GV3101
Thirty_39,0.474868782,Thirty,39,GV3101
Thirty_40,0.338569395,Thirty,40,GV3101
Thirty_41,0.143824667,Thirty,41,GV3101
Thirty_42,0.273542077,Thirty,42,GV3101
Thirty_43,0.086029029,Thirty,43,GV3101
Thirty_44,0.306442572,Thirty,44,GV3101
Thirty_45,0.272796152,Thirty,45,GV3101
Thirty_46,0.168744042,Thirty,46,GV3101
Thirty_47,0.293098017,Thirty,47,GV3101
Thirty_48,0.111849018,Thirty,48,GV3101
Thirty_49,0.198787799,Thirty,49,GV3101
Thirty_50,0.580018397,Thirty,50,GV3101
Thirty_51,0.218637633,Thirty,51,GV3101
Thirty_52,0.160307881,Thirty,52,GV3101
Thirty_53,0.232309194,Thirty,53,GV3101
Thirty_54,0.238785322,Thirty,54,GV3101
Thirty_55,0.20874505,Thirty,55,GV3101
Thirty_56,0.465070517,Thirty,56,GV3101
Thirty_57,0.213009492,Thirty,57,GV3101
Thirty_58,0.280873011,Thirty,58,GV3101
Thirty_59,0.227868574,Thirty,59,GV3101
Thirty_60,0.270518399,Thirty,60,GV3101
Thirty_61,0.131654501,Thirty,61,GV3101
Thirty_62,0.218796458,Thirty,62,GV3101
Thirty_63,0.227688388,Thirty,63,GV3101
Thirty_64,0.146253404,Thirty,64,GV3101
Thirty_65,0.779507404,Thirty,65,GV3101
Thirty_66,0.362881419,Thirty,66,GV3101
Thirty_67,0.162798075,Thirty,67,GV3101
Thirty_68,0.182374167,Thirty,68,GV3101
Thirty_69,0.196785373,Thirty,69,GV3101
Thirty_70,0.155850587,Thirty,70,GV3101
Thirty_71,0.223749411,Thirty,71,GV3101
Thirty_72,0.150052232,Thirty,72,GV3101
Thirty_73,0.275316676,Thirty,73,GV3101
Thirty_74,0.315358055,Thirty,74,GV3101
Thirty_75,0.230858769,Thirty,75,GV3101
Thirty_76,0.236933329,Thirty,76,GV3101
Thirty_77,0.45831484,Thirty,77,GV3101
Thirty_78,0.223710456,Thirty,78,GV3101
Thirty_79,0.205564046,Thirty,79,GV3101
Thirty_80,0.20571476,Thirty,80,GV3101
Thirty_81,0.222951943,Thirty,81,GV3101
Thirty_82,0.079270197,Thirty,82,GV3101
Thirty_83,0.180867447,Thirty,83,GV3101
Thirty_84,0.195766459,Thirty,84,GV3101
Thirty_85,0.108688364,Thirty,85,GV3101
Thirty_86,0.217852304,Thirty,86,GV3101
Thirty_87,0.213046861,Thirty,87,GV3101
Thirty_88,0.188825294,Thirty,88,GV3101
Thirty_89,0.229286174,Thirty,89,GV3101
Thirty_90,0.10934229,Thirty,90,GV3101
Thirty_91,0.273792381,Thirty,91,GV3101
Thirty_92,0.129910221,Thirty,92,GV3101
Thirty_93,0.172727466,Thirty,93,GV3101
Thirty_94,0.285345907,Thirty,94,GV3101
Thirty_95,0.216410775,Thirty,95,GV3101
Thirty_96,0.154513092,Thirty,96,GV3101
Thirty_97,0.15793342,Thirty,97,GV3101
Thirty_98,0.171078147,Thirty,98,GV3101
Thirty_99,0.177905822,Thirty,99,GV3101
Thirty_100,0.176380595,Thirty,100,GV3101
Thirty_101,0.154890588,Thirty,101,GV3101
Thirty_102,0.158773362,Thirty,102,GV3101
Thirtyone_1,0.268348292,Thirtyone,1,GV3101
Thirtyone_2,0.10076005,Thirtyone,2,GV3101
Thirtyone_3,0.120545078,Thirtyone,3,GV3101
Thirtyone_4,0.664839547,Thirtyone,4,GV3101
Thirtyone_5,0.351977602,Thirtyone,5,GV3101
Thirtyone_6,1.053443517,Thirtyone,6,GV3101
Thirtyone_7,0.354177883,Thirtyone,7,GV3101
Thirtyone_8,0.167092241,Thirtyone,8,GV3101
Thirtyone_9,0.631933926,Thirtyone,9,GV3101
Thirtyone_10,0.422361029,Thirtyone,10,GV3101
Thirtyone_11,0.394524148,Thirtyone,11,GV3101
Thirtyone_12,0.16940984,Thirtyone,12,GV3101
Thirtyone_13,0.128972205,Thirtyone,13,GV3101
Thirtyone_14,0.507040502,Thirtyone,14,GV3101
Thirtyone_15,0.364427812,Thirtyone,15,GV3101
Thirtyone_16,0.202283696,Thirtyone,16,GV3101
Thirtyone_17,0.428126213,Thirtyone,17,GV3101
Thirtyone_18,0.238029719,Thirtyone,18,GV3101
Thirtyone_19,0.125550072,Thirtyone,19,GV3101
Thirtyone_20,0.079177757,Thirtyone,20,GV3101
Thirtyone_21,0.197484004,Thirtyone,21,GV3101
Thirtyone_22,0.231902499,Thirtyone,22,GV3101
Thirtyone_23,0.179577996,Thirtyone,23,GV3101
Thirtyone_24,0.216460271,Thirtyone,24,GV3101
Thirtyone_25,0.120826575,Thirtyone,25,GV3101
Thirtyone_26,0.204113908,Thirtyone,26,GV3101
Thirtyone_27,0.138587731,Thirtyone,27,GV3101
Thirtyone_28,0.080868777,Thirtyone,28,GV3101
Thirtyone_29,0.070147739,Thirtyone,29,GV3101
Thirtyone_30,0.251161747,Thirtyone,30,GV3101
Thirtyone_31,0.150242541,Thirtyone,31,GV3101
Thirtyone_32,0.520768565,Thirtyone,32,GV3101
Thirtyone_33,0.091598322,Thirtyone,33,GV3101
Thirtyone_34,0.107954788,Thirtyone,34,GV3101
Thirtyone_35,0.457263083,Thirtyone,35,GV3101
Thirtyone_36,0.288747995,Thirtyone,36,GV3101
Thirtyone_37,0.380700133,Thirtyone,37,GV3101
Thirtyone_38,0.26267638,Thirtyone,38,GV3101
Thirtyone_39,0.134658698,Thirtyone,39,GV3101
Thirtyone_40,0.252297126,Thirtyone,40,GV3101
Thirtyone_41,0.32414699,Thirtyone,41,GV3101
Thirtyone_42,0.278345605,Thirtyone,42,GV3101
Thirtyone_43,0.246689351,Thirtyone,43,GV3101
Thirtyone_44,0.966563257,Thirtyone,44,GV3101
Thirtyone_45,0.109698251,Thirtyone,45,GV3101
Thirtyone_46,0.162210855,Thirtyone,46,GV3101
Thirtyone_47,0.166721653,Thirtyone,47,GV3101
Thirtyone_48,0.224741524,Thirtyone,48,GV3101
Thirtyone_49,0.06739168,Thirtyone,49,GV3101
Thirtyone_50,1.105571848,Thirtyone,50,GV3101
Thirtyone_51,0.190331601,Thirtyone,51,GV3101
Thirtyone_52,0.095817019,Thirtyone,52,GV3101
Thirtyone_53,0.362497779,Thirtyone,53,GV3101
Thirtyone_54,0.309981222,Thirtyone,54,GV3101
Thirtyone_55,0.088922092,Thirtyone,55,GV3101
Thirtyone_56,0.163202703,Thirtyone,56,GV3101
Thirtyone_57,0.160424698,Thirtyone,57,GV3101
Thirtyone_58,0.122306628,Thirtyone,58,GV3101
Thirtyone_59,0.241268093,Thirtyone,59,GV3101
Thirtyone_60,0.064554889,Thirtyone,60,GV3101
Thirtyone_61,0.178932549,Thirtyone,61,GV3101
Thirtyone_62,0.18513292,Thirtyone,62,GV3101
Thirtyone_63,0.165058744,Thirtyone,63,GV3101
Thirtyone_64,0.366777107,Thirtyone,64,GV3101
Thirtyone_65,0.16218538,Thirtyone,65,GV3101
Thirtyone_66,0.115216488,Thirtyone,66,GV3101
Thirtyone_67,0.448830283,Thirtyone,67,GV3101
Thirtyone_68,0.471056129,Thirtyone,68,GV3101
Thirtyone_69,0.158846692,Thirtyone,69,GV3101
Thirtyone_70,0.173223755,Thirtyone,70,GV3101
Thirtyone_71,0.238904689,Thirtyone,71,GV3101
Thirtyone_72,0.413539448,Thirtyone,72,GV3101
Thirtyone_73,0.286767659,Thirtyone,73,GV3101
Thirtyone_74,0.138870136,Thirtyone,74,GV3101
Thirtyone_75,0.211596144,Thirtyone,75,GV3101
Thirtyone_76,0.214663112,Thirtyone,76,GV3101
Thirtyone_77,0.199540896,Thirtyone,77,GV3101
Thirtyone_78,0.113777637,Thirtyone,78,GV3101
Thirtyone_79,0.279695238,Thirtyone,79,GV3101
Thirtyone_80,0.088990239,Thirtyone,80,GV3101
Thirtyone_81,0.093444886,Thirtyone,81,GV3101
Thirtyone_82,0.126422143,Thirtyone,82,GV3101
Thirtyone_83,0.306367714,Thirtyone,83,GV3101
Thirtyone_84,0.071541038,Thirtyone,84,GV3101
Thirtyone_85,0.206235628,Thirtyone,85,GV3101
Thirtyone_86,0.29697222,Thirtyone,86,GV3101
Thirtyone_87,0.267364398,Thirtyone,87,GV3101
Thirtyone_88,0.253255128,Thirtyone,88,GV3101
Thirtyone_89,0.124218386,Thirtyone,89,GV3101
Thirtyone_90,0.120053195,Thirtyone,90,GV3101
Thirtyone_91,0.233637386,Thirtyone,91,GV3101
Thirtyone_92,0.145977612,Thirtyone,92,GV3101
Thirtyone_93,0.2585304,Thirtyone,93,GV3101
Thirtyone_94,0.147935146,Thirtyone,94,GV3101
Thirtyone_95,0.22443186,Thirtyone,95,GV3101
Thirtyone_96,0.200443494,Thirtyone,96,GV3101
Thirtyone_97,0.112494507,Thirtyone,97,GV3101
Thirtyone_98,0.192582916,Thirtyone,98,GV3101
Thirtyone_99,0.18177989,Thirtyone,99,GV3101
Thirtyone_100,0.143708656,Thirtyone,100,GV3101
Thirtyone_101,0.311540467,Thirtyone,101,GV3101
Thirtyone_102,0.135623632,Thirtyone,102,GV3101
Thirtyone_103,0.416968805,Thirtyone,103,GV3101
Thirtyone_104,0.468857109,Thirtyone,104,GV3101
Thirtyone_105,0.20825908,Thirtyone,105,GV3101
Thirtyone_106,0.250104547,Thirtyone,106,GV3101
Thirtyone_107,0.262117788,Thirtyone,107,GV3101
Thirtyone_108,0.360752712,Thirtyone,108,GV3101
Thirtyone_109,0.492916848,Thirtyone,109,GV3101
Thirtyone_110,0.185766896,Thirtyone,110,GV3101
Thirtyone_111,0.080836363,Thirtyone,111,GV3101
Thirtyone_112,0.224264808,Thirtyone,112,GV3101
Thirtyone_113,0.131526558,Thirtyone,113,GV3101
Thirtyone_114,0.365512247,Thirtyone,114,GV3101
Thirtyone_115,0.467413718,Thirtyone,115,GV3101
Thirtyone_116,0.482270501,Thirtyone,116,GV3101
Thirtyone_117,0.209626046,Thirtyone,117,GV3101
Thirtyone_118,0.212501566,Thirtyone,118,GV3101
Thirtyone_119,0.239656631,Thirtyone,119,GV3101
Thirtyone_120,0.168061998,Thirtyone,120,GV3101
Thirtyone_121,0.312701986,Thirtyone,121,GV3101
Thirtyone_122,0.300945148,Thirtyone,122,GV3101
Thirtyone_123,0.148932342,Thirtyone,123,GV3101
Thirtyone_124,0.344653287,Thirtyone,124,GV3101
Thirtyone_125,0.380687174,Thirtyone,125,GV3101
Thirtyone_126,0.298445445,Thirtyone,126,GV3101
Thirtyone_127,0.521456525,Thirtyone,127,GV3101
Thirtyone_128,0.267704623,Thirtyone,128,GV3101
Thirtyone_129,0.149113771,Thirtyone,129,GV3101
Thirtyone_130,0.351635881,Thirtyone,130,GV3101
Thirtyone_131,0.262178176,Thirtyone,131,GV3101
Thirtytwo_1,0.341389128,Thirtytwo,1,GV3101
Thirtytwo_2,0.297287199,Thirtytwo,2,GV3101
Thirtytwo_3,0.132808093,Thirtytwo,3,GV3101
Thirtytwo_4,0.154575284,Thirtytwo,4,GV3101
Thirtytwo_5,0.163187159,Thirtytwo,5,GV3101
Thirtytwo_6,0.122055884,Thirtytwo,6,GV3101
Thirtytwo_7,0.196674161,Thirtytwo,7,GV3101
Thirtytwo_8,0.089541063,Thirtytwo,8,GV3101
Thirtytwo_9,0.094797111,Thirtytwo,9,GV3101
Thirtytwo_10,0.101107851,Thirtytwo,10,GV3101
Thirtytwo_11,0.09259361,Thirtytwo,11,GV3101
Thirtytwo_12,0.25162389,Thirtytwo,12,GV3101
Thirtytwo_13,0.192266775,Thirtytwo,13,GV3101
Thirtytwo_14,0.182367007,Thirtytwo,14,GV3101
Thirtytwo_15,0.126097106,Thirtytwo,15,GV3101
Thirtytwo_16,0.19441119,Thirtytwo,16,GV3101
Thirtytwo_17,0.121798955,Thirtytwo,17,GV3101
Thirtytwo_18,0.116440666,Thirtytwo,18,GV3101
Thirtytwo_19,0.269562179,Thirtytwo,19,GV3101
Thirtytwo_20,0.116947512,Thirtytwo,20,GV3101
Thirtytwo_21,0.183870864,Thirtytwo,21,GV3101
Thirtytwo_22,0.218588501,Thirtytwo,22,GV3101
Thirtytwo_23,0.169964632,Thirtytwo,23,GV3101
Thirtytwo_24,0.07497373,Thirtytwo,24,GV3101
Thirtytwo_25,0.10726905,Thirtytwo,25,GV3101
Thirtytwo_26,0.231665941,Thirtytwo,26,GV3101
Thirtytwo_27,0.189968916,Thirtytwo,27,GV3101
Thirtytwo_28,0.145046783,Thirtytwo,28,GV3101
Thirtytwo_29,0.102073613,Thirtytwo,29,GV3101
Thirtytwo_30,0.651272097,Thirtytwo,30,GV3101
Thirtytwo_31,0.199037741,Thirtytwo,31,GV3101
Thirtytwo_32,0.101550315,Thirtytwo,32,GV3101
Thirtytwo_33,0.185545536,Thirtytwo,33,GV3101
Thirtytwo_34,0.167546707,Thirtytwo,34,GV3101
Thirtytwo_35,0.207487811,Thirtytwo,35,GV3101
Thirtytwo_36,0.634173815,Thirtytwo,36,GV3101
Thirtytwo_37,0.093147375,Thirtytwo,37,GV3101
Thirtytwo_38,0.196194947,Thirtytwo,38,GV3101
Thirtytwo_39,0.07455724,Thirtytwo,39,GV3101
Thirtytwo_40,0.089531265,Thirtytwo,40,GV3101
Thirtytwo_41,0.142263175,Thirtytwo,41,GV3101
Thirtytwo_42,0.151635799,Thirtytwo,42,GV3101
Thirtytwo_43,0.218969506,Thirtytwo,43,GV3101
Thirtytwo_44,0.134400756,Thirtytwo,44,GV3101
Thirtytwo_45,0.140568591,Thirtytwo,45,GV3101
Thirtytwo_46,0.09910816,Thirtytwo,46,GV3101
Thirtytwo_47,0.169651524,Thirtytwo,47,GV3101
Thirtytwo_48,0.14961875,Thirtytwo,48,GV3101
Thirtytwo_49,0.171378977,Thirtytwo,49,GV3101
Thirtytwo_50,0.183782195,Thirtytwo,50,GV3101
Thirtytwo_51,0.18482875,Thirtytwo,51,GV3101
Thirtytwo_52,0.139475475,Thirtytwo,52,GV3101
Thirtytwo_53,0.232377982,Thirtytwo,53,GV3101
Thirtytwo_54,0.14806914,Thirtytwo,54,GV3101
Thirtytwo_55,0.131383452,Thirtytwo,55,GV3101
Thirtytwo_56,0.095803567,Thirtytwo,56,GV3101
Thirtytwo_57,0.116760726,Thirtytwo,57,GV3101
Thirtytwo_58,0.076316595,Thirtytwo,58,GV3101
Thirtytwo_59,0.147746791,Thirtytwo,59,GV3101
Thirtytwo_60,0.46068085,Thirtytwo,60,GV3101
Thirtytwo_61,0.183261928,Thirtytwo,61,GV3101
Thirtytwo_62,0.101352785,Thirtytwo,62,GV3101
Thirtytwo_63,0.160789104,Thirtytwo,63,GV3101
Thirtytwo_64,0.099495567,Thirtytwo,64,GV3101
Thirtytwo_65,0.123451171,Thirtytwo,65,GV3101
Thirtytwo_66,0.175425745,Thirtytwo,66,GV3101
Thirtytwo_67,0.170652676,Thirtytwo,67,GV3101
Thirtytwo_68,0.191617818,Thirtytwo,68,GV3101
Thirtytwo_69,0.109107744,Thirtytwo,69,GV3101
Thirtytwo_70,0.098688378,Thirtytwo,70,GV3101
Thirtytwo_71,0.239517977,Thirtytwo,71,GV3101
Thirtytwo_72,0.745320493,Thirtytwo,72,GV3101