"","Well","GFP","Plant","Leaf","Unique_plant_ID"
"588","E12",384613,"8","Top","Plant_8_2022_09_19"
"589","F1",286078,"8","Bottom","Plant_8_2022_09_19"
"590","F2",341175,"8","Bottom","Plant_8_2022_09_19"
"591","F3",356939,"8","Bottom","Plant_8_2022_09_19"
"592","F4",259708,"8","Bottom","Plant_8_2022_09_19"
"593","A1",590484,"1","Top","Plant_1_2022_09_05"
"594","A2",507461,"1","Top","Plant_1_2022_09_05"
"595","A3",632063,"1","Top","Plant_1_2022_09_05"
"596","A4",412717,"1","Top","Plant_1_2022_09_05"
"597","A5",237246,"1","Bottom","Plant_1_2022_09_05"
"598","A6",251805,"1","Bottom","Plant_1_2022_09_05"
"599","A7",281050,"1","Bottom","Plant_1_2022_09_05"
"600","A8",374315,"1","Bottom","Plant_1_2022_09_05"
"601","A9",479970,"2","Top","Plant_2_2022_09_05"
"602","A10",392237,"2","Top","Plant_2_2022_09_05"
"603","A11",402552,"2","Top","Plant_2_2022_09_05"
"604","A12",364444,"2","Top","Plant_2_2022_09_05"
"605","B1",293063,"2","Bottom","Plant_2_2022_09_05"
"606","B2",315931,"2","Bottom","Plant_2_2022_09_05"
"607","B3",293703,"2","Bottom","Plant_2_2022_09_05"
"608","B4",311598,"2","Bottom","Plant_2_2022_09_05"
"609","B5",477752,"3","Top","Plant_3_2022_09_05"
"610","B6",490899,"3","Top","Plant_3_2022_09_05"
"611","B7",364688,"3","Top","Plant_3_2022_09_05"
"612","B8",333995,"3","Top","Plant_3_2022_09_05"
"613","B9",291140,"3","Bottom","Plant_3_2022_09_05"
"614","B10",257067,"3","Bottom","Plant_3_2022_09_05"
"615","B11",298535,"3","Bottom","Plant_3_2022_09_05"
"616","B12",349102,"3","Bottom","Plant_3_2022_09_05"
"617","C1",345898,"4","Top","Plant_4_2022_09_05"
"618","C2",448795,"4","Top","Plant_4_2022_09_05"
"619","C3",328313,"4","Top","Plant_4_2022_09_05"
"620","C4",394519,"4","Top","Plant_4_2022_09_05"
"621","C5",460857,"4","Bottom","Plant_4_2022_09_05"
"622","C6",251792,"4","Bottom","Plant_4_2022_09_05"
"623","C7",230549,"4","Bottom","Plant_4_2022_09_05"
"624","C8",329776,"4","Bottom","Plant_4_2022_09_05"
"625","C9",327251,"5","Top","Plant_5_2022_09_05"
"626","C10",268113,"5","Top","Plant_5_2022_09_05"
"627","C11",342735,"5","Top","Plant_5_2022_09_05"
"628","C12",422058,"5","Top","Plant_5_2022_09_05"
"629","D1",236018,"5","Bottom","Plant_5_2022_09_05"
"630","D2",252507,"5","Bottom","Plant_5_2022_09_05"
"631","D3",355975,"5","Bottom","Plant_5_2022_09_05"
"632","D4",337160,"5","Bottom","Plant_5_2022_09_05"
"633","D5",534721,"6","Top","Plant_6_2022_09_05"
"634","D6",415221,"6","Top","Plant_6_2022_09_05"
"635","D7",455762,"6","Top","Plant_6_2022_09_05"
"636","D8",424448,"6","Top","Plant_6_2022_09_05"
"637","D9",467106,"6","Bottom","Plant_6_2022_09_05"
"638","D10",345549,"6","Bottom","Plant_6_2022_09_05"
"639","D11",409120,"6","Bottom","Plant_6_2022_09_05"
"640","D12",414870,"6","Bottom","Plant_6_2022_09_05"
"641","E1",544694,"7","Top","Plant_7_2022_09_05"
"642","E2",354355,"7","Top","Plant_7_2022_09_05"
"643","E3",450530,"7","Top","Plant_7_2022_09_05"
"644","E4",517285,"7","Top","Plant_7_2022_09_05"
"645","E5",411521,"7","Bottom","Plant_7_2022_09_05"
"646","E6",293201,"7","Bottom","Plant_7_2022_09_05"
"647","E7",323270,"7","Bottom","Plant_7_2022_09_05"
"648","E8",283777,"7","Bottom","Plant_7_2022_09_05"
"649","E9",218558,"8","Top","Plant_8_2022_09_05"
"650","E10",234541,"8","Top","Plant_8_2022_09_05"
"651","E11",317368,"8","Top","Plant_8_2022_09_05"
"652","E12",326938,"8","Top","Plant_8_2022_09_05"
"653","F1",350991,"8","Bottom","Plant_8_2022_09_05"
"654","F2",348557,"8","Bottom","Plant_8_2022_09_05"
"655","F3",434295,"8","Bottom","Plant_8_2022_09_05"
"656","F4",440599,"8","Bottom","Plant_8_2022_09_05"
"657","A1",185108,"1","Top","Plant_1_2022_07_25"
"658","A2",254153,"1","Top","Plant_1_2022_07_25"
"659","A3",196532,"1","Top","Plant_1_2022_07_25"
"660","A4",241462,"1","Top","Plant_1_2022_07_25"
"661","A5",221387,"1","Bottom","Plant_1_2022_07_25"
"662","A6",120062,"1","Bottom","Plant_1_2022_07_25"
"663","A7",269450,"1","Bottom","Plant_1_2022_07_25"
"664","A8",324098,"1","Bottom","Plant_1_2022_07_25"
"665","A9",120149,"2","Top","Plant_2_2022_07_25"
"666","A10",174979,"2","Top","Plant_2_2022_07_25"
"667","A11",239699,"2","Top","Plant_2_2022_07_25"
"668","A12",252974,"2","Top","Plant_2_2022_07_25"
"669","B1",135280,"2","Bottom","Plant_2_2022_07_25"
"670","B2",172712,"2","Bottom","Plant_2_2022_07_25"
"671","B3",162236,"2","Bottom","Plant_2_2022_07_25"
"672","B4",249713,"2","Bottom","Plant_2_2022_07_25"
"673","B5",426592,"3","Top","Plant_3_2022_07_25"
"674","B6",247879,"3","Top","Plant_3_2022_07_25"
"675","B7",256653,"3","Top","Plant_3_2022_07_25"
"676","B8",353158,"3","Top","Plant_3_2022_07_25"
"677","B9",396597,"3","Bottom","Plant_3_2022_07_25"
"678","B10",384252,"3","Bottom","Plant_3_2022_07_25"
"679","B11",377760,"3","Bottom","Plant_3_2022_07_25"
"680","B12",355215,"3","Bottom","Plant_3_2022_07_25"
"681","C1",284317,"4","Top","Plant_4_2022_07_25"
"682","C2",429449,"4","Top","Plant_4_2022_07_25"
"683","C3",392968,"4","Top","Plant_4_2022_07_25"
"684","C4",251285,"4","Top","Plant_4_2022_07_25"
"685","C5",196636,"4","Bottom","Plant_4_2022_07_25"
"686","C6",172680,"4","Bottom","Plant_4_2022_07_25"
"687","C7",281516,"4","Bottom","Plant_4_2022_07_25"
"688","C8",210174,"4","Bottom","Plant_4_2022_07_25"
"689","C9",173813,"5","Top","Plant_5_2022_07_25"
"690","C10",272888,"5","Top","Plant_5_2022_07_25"
"691","C11",177590,"5","Top","Plant_5_2022_07_25"
"692","C12",357989,"5","Top","Plant_5_2022_07_25"
"693","D1",372310,"5","Bottom","Plant_5_2022_07_25"
"694","D2",469282,"5","Bottom","Plant_5_2022_07_25"
"695","D3",543309,"5","Bottom","Plant_5_2022_07_25"
"696","D4",325472,"5","Bottom","Plant_5_2022_07_25"
"697","D5",276394,"6","Top","Plant_6_2022_07_25"
"698","D6",343566,"6","Top","Plant_6_2022_07_25"
"699","D7",274840,"6","Top","Plant_6_2022_07_25"
"700","D8",199017,"6","Top","Plant_6_2022_07_25"
"701","D9",350741,"6","Bottom","Plant_6_2022_07_25"
"702","D10",238374,"6","Bottom","Plant_6_2022_07_25"
"703","D11",204013,"6","Bottom","Plant_6_2022_07_25"
"704","D12",235468,"6","Bottom","Plant_6_2022_07_25"
"705","E1",378198,"7","Top","Plant_7_2022_07_25"
"706","E2",287055,"7","Top","Plant_7_2022_07_25"
"707","E3",260725,"7","Top","Plant_7_2022_07_25"
"708","E4",227782,"7","Top","Plant_7_2022_07_25"
"709","E5",240654,"7","Bottom","Plant_7_2022_07_25"
"710","E6",264204,"7","Bottom","Plant_7_2022_07_25"
"711","E7",266372,"7","Bottom","Plant_7_2022_07_25"
"712","E8",342933,"7","Bottom","Plant_7_2022_07_25"
"713","E9",157693,"8","Top","Plant_8_2022_07_25"
"714","E10",120715,"8","Top","Plant_8_2022_07_25"
"715","E11",177279,"8","Top","Plant_8_2022_07_25"
"716","E12",269285,"8","Top","Plant_8_2022_07_25"
"717","F1",250231,"8","Bottom","Plant_8_2022_07_25"
"718","F2",295924,"8","Bottom","Plant_8_2022_07_25"
"719","F3",159916,"8","Bottom","Plant_8_2022_07_25"
"720","F4",333845,"8","Bottom","Plant_8_2022_07_25"
"721","A1",420499,"1","Top","Plant_1_2022_09_12"
"722","A2",440842,"1","Top","Plant_1_2022_09_12"
"723","A3",353656,"1","Top","Plant_1_2022_09_12"
"724","A4",335207,"1","Top","Plant_1_2022_09_12"
"725","A5",269325,"1","Bottom","Plant_1_2022_09_12"
"726","A6",398141,"1","Bottom","Plant_1_2022_09_12"
"727","A7",441608,"1","Bottom","Plant_1_2022_09_12"
"728","A8",294542,"1","Bottom","Plant_1_2022_09_12"
"729","A9",562250,"2","Top","Plant_2_2022_09_12"
"730","A10",594528,"2","Top","Plant_2_2022_09_12"
"731","A11",580434,"2","Top","Plant_2_2022_09_12"
"732","A12",796538,"2","Top","Plant_2_2022_09_12"
"733","B1",383976,"2","Bottom","Plant_2_2022_09_12"
"734","B2",445595,"2","Bottom","Plant_2_2022_09_12"
"735","B3",369807,"2","Bottom","Plant_2_2022_09_12"
"736","B4",372637,"2","Bottom","Plant_2_2022_09_12"
"737","B5",421945,"3","Top","Plant_3_2022_09_12"
"738","B6",292749,"3","Top","Plant_3_2022_09_12"
"739","B7",444925,"3","Top","Plant_3_2022_09_12"
"740","B8",359102,"3","Top","Plant_3_2022_09_12"
"741","B9",569673,"3","Bottom","Plant_3_2022_09_12"
"742","B10",514006,"3","Bottom","Plant_3_2022_09_12"
"743","B11",439835,"3","Bottom","Plant_3_2022_09_12"
"744","B12",601148,"3","Bottom","Plant_3_2022_09_12"
"745","C1",362196,"4","Top","Plant_4_2022_09_12"
"746","C2",331398,"4","Top","Plant_4_2022_09_12"
"747","C3",469361,"4","Top","Plant_4_2022_09_12"
"748","C4",444904,"4","Top","Plant_4_2022_09_12"
"749","C5",333634,"4","Bottom","Plant_4_2022_09_12"
"750","C6",398485,"4","Bottom","Plant_4_2022_09_12"
"751","C7",355763,"4","Bottom","Plant_4_2022_09_12"
"752","C8",323288,"4","Bottom","Plant_4_2022_09_12"
"753","C9",492435,"5","Top","Plant_5_2022_09_12"
"754","C10",248863,"5","Top","Plant_5_2022_09_12"
"755","C11",493025,"5","Top","Plant_5_2022_09_12"
"756","C12",484407,"5","Top","Plant_5_2022_09_12"
"757","D1",344156,"5","Bottom","Plant_5_2022_09_12"
"758","D2",243411,"5","Bottom","Plant_5_2022_09_12"
"759","D3",358384,"5","Bottom","Plant_5_2022_09_12"
"760","D4",291097,"5","Bottom","Plant_5_2022_09_12"
"761","D5",417168,"6","Top","Plant_6_2022_09_12"
"762","D6",471742,"6","Top","Plant_6_2022_09_12"
"763","D7",465263,"6","Top","Plant_6_2022_09_12"
"764","D8",755470,"6","Top","Plant_6_2022_09_12"
"765","D9",301846,"6","Bottom","Plant_6_2022_09_12"
"766","D10",257117,"6","Bottom","Plant_6_2022_09_12"
"767","D11",347088,"6","Bottom","Plant_6_2022_09_12"
"768","D12",402205,"6","Bottom","Plant_6_2022_09_12"
"769","E1",475512,"7","Top","Plant_7_2022_09_12"
"770","E2",580609,"7","Top","Plant_7_2022_09_12"
"771","E3",547920,"7","Top","Plant_7_2022_09_12"
"772","E4",527739,"7","Top","Plant_7_2022_09_12"
"773","E5",314933,"7","Bottom","Plant_7_2022_09_12"
"774","E6",241391,"7","Bottom","Plant_7_2022_09_12"
"775","E7",253847,"7","Bottom","Plant_7_2022_09_12"
"776","E8",293929,"7","Bottom","Plant_7_2022_09_12"
"777","E9",465347,"8","Top","Plant_8_2022_09_12"
"778","E10",449248,"8","Top","Plant_8_2022_09_12"
"779","E11",432454,"8","Top","Plant_8_2022_09_12"
"780","E12",452872,"8","Top","Plant_8_2022_09_12"
"781","F1",361335,"8","Bottom","Plant_8_2022_09_12"
"782","F2",429573,"8","Bottom","Plant_8_2022_09_12"
"783","F3",137642,"8","Bottom","Plant_8_2022_09_12"
"784","F4",152218,"8","Bottom","Plant_8_2022_09_12"
"785","A1",462563,"1","Top","Plant_1_2022_10_17"
"786","A2",438281,"1","Top","Plant_1_2022_10_17"
"787","A3",392044,"1","Top","Plant_1_2022_10_17"
"788","A4",536579,"1","Top","Plant_1_2022_10_17"
"789","A5",556292,"1","Bottom","Plant_1_2022_10_17"
"790","A6",613912,"1","Bottom","Plant_1_2022_10_17"
"791","A7",575497,"1","Bottom","Plant_1_2022_10_17"
"792","A8",447493,"1","Bottom","Plant_1_2022_10_17"
"793","A9",615937,"2","Top","Plant_2_2022_10_17"
"794","A10",513506,"2","Top","Plant_2_2022_10_17"
"795","A11",489520,"2","Top","Plant_2_2022_10_17"
"796","A12",626273,"2","Top","Plant_2_2022_10_17"
"797","B1",466727,"2","Bottom","Plant_2_2022_10_17"
"798","B2",755412,"2","Bottom","Plant_2_2022_10_17"
"799","B3",601960,"2","Bottom","Plant_2_2022_10_17"
"800","B4",531933,"2","Bottom","Plant_2_2022_10_17"
"801","B5",453924,"3","Top","Plant_3_2022_10_17"
"802","B6",474613,"3","Top","Plant_3_2022_10_17"
"803","B7",493578,"3","Top","Plant_3_2022_10_17"
"804","B8",576507,"3","Top","Plant_3_2022_10_17"
"805","B9",235196,"3","Bottom","Plant_3_2022_10_17"
"806","B10",283888,"3","Bottom","Plant_3_2022_10_17"
"807","B11",257637,"3","Bottom","Plant_3_2022_10_17"
"808","B12",296498,"3","Bottom","Plant_3_2022_10_17"
"809","C1",428967,"4","Top","Plant_4_2022_10_17"
"810","C2",238910,"4","Top","Plant_4_2022_10_17"
"811","C3",220448,"4","Top","Plant_4_2022_10_17"
"812","C4",269188,"4","Top","Plant_4_2022_10_17"
"813","C5",385181,"4","Bottom","Plant_4_2022_10_17"
"814","C6",564750,"4","Bottom","Plant_4_2022_10_17"
"815","C7",384279,"4","Bottom","Plant_4_2022_10_17"
"816","C8",423772,"4","Bottom","Plant_4_2022_10_17"
"817","C9",410336,"5","Top","Plant_5_2022_10_17"
"818","C10",465342,"5","Top","Plant_5_2022_10_17"
"819","C11",397877,"5","Top","Plant_5_2022_10_17"
"820","C12",391157,"5","Top","Plant_5_2022_10_17"
"821","D1",394507,"5","Bottom","Plant_5_2022_10_17"
"822","D2",572257,"5","Bottom","Plant_5_2022_10_17"
"823","D3",428647,"5","Bottom","Plant_5_2022_10_17"
"824","D4",500375,"5","Bottom","Plant_5_2022_10_17"
"825","D5",527653,"6","Top","Plant_6_2022_10_17"
"826","D6",539741,"6","Top","Plant_6_2022_10_17"
"827","D7",511207,"6","Top","Plant_6_2022_10_17"
"828","D8",507940,"6","Top","Plant_6_2022_10_17"
"829","D9",558944,"6","Bottom","Plant_6_2022_10_17"
"830","D10",385497,"6","Bottom","Plant_6_2022_10_17"
"831","D11",472845,"6","Bottom","Plant_6_2022_10_17"
"832","D12",459024,"6","Bottom","Plant_6_2022_10_17"
"833","E1",333991,"7","Top","Plant_7_2022_10_17"
"834","E2",406452,"7","Top","Plant_7_2022_10_17"
"835","E3",366979,"7","Top","Plant_7_2022_10_17"
"836","E4",283519,"7","Top","Plant_7_2022_10_17"
"837","E5",399194,"7","Bottom","Plant_7_2022_10_17"
"838","E6",466422,"7","Bottom","Plant_7_2022_10_17"
"839","E7",508481,"7","Bottom","Plant_7_2022_10_17"
"840","E8",416514,"7","Bottom","Plant_7_2022_10_17"
"841","E9",596203,"8","Top","Plant_8_2022_10_17"
"842","E10",511839,"8","Top","Plant_8_2022_10_17"
"843","E11",461104,"8","Top","Plant_8_2022_10_17"
"844","E12",528154,"8","Top","Plant_8_2022_10_17"
"845","F1",391060,"8","Bottom","Plant_8_2022_10_17"
"846","F2",370436,"8","Bottom","Plant_8_2022_10_17"
"847","F3",496114,"8","Bottom","Plant_8_2022_10_17"
"848","F4",414729,"8","Bottom","Plant_8_2022_10_17"
"849","A1",298538,"1","Top","Plant_1_2022_11_07"
"850","A2",298225,"1","Top","Plant_1_2022_11_07"
"851","A3",467425,"1","Top","Plant_1_2022_11_07"
"852","A4",288799,"1","Top","Plant_1_2022_11_07"
"853","A5",495752,"1","Bottom","Plant_1_2022_11_07"
"854","A6",581741,"1","Bottom","Plant_1_2022_11_07"
"855","A7",488275,"1","Bottom","Plant_1_2022_11_07"
"856","A8",378296,"1","Bottom","Plant_1_2022_11_07"
"857","A9",224692,"2","Top","Plant_2_2022_11_07"
"858","A10",202951,"2","Top","Plant_2_2022_11_07"
"859","A11",307000,"2","Top","Plant_2_2022_11_07"
"860","A12",161486,"2","Top","Plant_2_2022_11_07"
"861","B1",262473,"2","Bottom","Plant_2_2022_11_07"
"862","B2",450576,"2","Bottom","Plant_2_2022_11_07"
"863","B3",357429,"2","Bottom","Plant_2_2022_11_07"
"864","B4",231764,"2","Bottom","Plant_2_2022_11_07"
"865","B5",219237,"3","Top","Plant_3_2022_11_07"
"866","B6",257089,"3","Top","Plant_3_2022_11_07"
"867","B7",296927,"3","Top","Plant_3_2022_11_07"
"868","B8",227603,"3","Top","Plant_3_2022_11_07"
"869","B9",208506,"3","Bottom","Plant_3_2022_11_07"
"870","B10",437585,"3","Bottom","Plant_3_2022_11_07"
"871","B11",299858,"3","Bottom","Plant_3_2022_11_07"
"872","B12",395320,"3","Bottom","Plant_3_2022_11_07"
"873","C1",276442,"4","Top","Plant_4_2022_11_07"
"874","C2",278463,"4","Top","Plant_4_2022_11_07"
"875","C3",266960,"4","Top","Plant_4_2022_11_07"
"876","C4",268193,"4","Top","Plant_4_2022_11_07"
"877","C5",327206,"4","Bottom","Plant_4_2022_11_07"
"878","C6",318454,"4","Bottom","Plant_4_2022_11_07"
"879","C7",330493,"4","Bottom","Plant_4_2022_11_07"
"880","C8",333521,"4","Bottom","Plant_4_2022_11_07"
"881","C9",352590,"5","Top","Plant_5_2022_11_07"
"882","C10",284671,"5","Top","Plant_5_2022_11_07"
"883","C11",260603,"5","Top","Plant_5_2022_11_07"
"884","C12",285699,"5","Top","Plant_5_2022_11_07"
"885","D1",250720,"5","Bottom","Plant_5_2022_11_07"
"886","D2",290837,"5","Bottom","Plant_5_2022_11_07"
"887","D3",288189,"5","Bottom","Plant_5_2022_11_07"
"888","D4",295701,"5","Bottom","Plant_5_2022_11_07"
"889","D5",204897,"6","Top","Plant_6_2022_11_07"
"890","D6",368588,"6","Top","Plant_6_2022_11_07"
"891","D7",334764,"6","Top","Plant_6_2022_11_07"
"892","D8",303990,"6","Top","Plant_6_2022_11_07"
"893","D9",169679,"6","Bottom","Plant_6_2022_11_07"
"894","D10",180762,"6","Bottom","Plant_6_2022_11_07"
"895","D11",211865,"6","Bottom","Plant_6_2022_11_07"
"896","D12",264691,"6","Bottom","Plant_6_2022_11_07"
"897","E1",179096,"7","Top","Plant_7_2022_11_07"
"898","E2",249842,"7","Top","Plant_7_2022_11_07"
"899","E3",279071,"7","Top","Plant_7_2022_11_07"
"900","E4",197865,"7","Top","Plant_7_2022_11_07"
"901","E5",284205,"7","Bottom","Plant_7_2022_11_07"
"902","E6",289024,"7","Bottom","Plant_7_2022_11_07"
"903","E7",295989,"7","Bottom","Plant_7_2022_11_07"
"904","E8",264226,"7","Bottom","Plant_7_2022_11_07"
"905","E9",236264,"8","Top","Plant_8_2022_11_07"
"906","E10",358449,"8","Top","Plant_8_2022_11_07"
"907","E11",299304,"8","Top","Plant_8_2022_11_07"
"908","E12",91356,"8","Top","Plant_8_2022_11_07"
"909","F1",310307,"8","Bottom","Plant_8_2022_11_07"
"910","F2",337662,"8","Bottom","Plant_8_2022_11_07"
"911","F3",254118,"8","Bottom","Plant_8_2022_11_07"
"912","F4",353326,"8","Bottom","Plant_8_2022_11_07"
